genre_id,genre_name,title,adult,budget,id,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,status,tagline,video,vote_average,vote_count,certification,production_names,production_ids,keyword_id,keyword_name,simple_title,simpleTitleBook,num_months_wait,R,family,based_novel,non_fiction,both,drama,history,crime,horror,mystery,thriller,action,adventure,war,animation,comedy,romance,fantasy,science fiction,western,documentary,music,adventure_fantasy,adventure_fantasy_family
"35, 18, 10749","Comedy, Drama, Romance",Shopgirl,FALSE,10284523,2610,tt0338427,en,Shopgirl,"Mirabelle is a disenchanted salesgirl and aspiring artist who sells gloves and accessories at a department store. She has two men in her life: wealthy divorcée Ray Porter and struggling musician Jeremy. Mirabelle falls in love with the glamorous Ray, and her life takes a magical turn, but eventually she realizes that she must empower herself and make a choice between them.",5.267357,/o8cHf3J34IMJtg6XdX9wSkjvw39.jpg,2005-10-21,11588205,104,Released,NA,FALSE,5.8,102,R,", touchstone pictures, epsilon motion pictures, hyde park films, shopgirl",", 9195, 1171, 1172, 1173","818, 5457, 12554, 170362, 188178, 223438","based on novel, mythical creature, dragon, fantasy world, teenage hero, based on young adult novel",shopgirl,shopgirl,77,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18, 53, 9648","Drama, Thriller, Mystery",Shutter Island,FALSE,80000000,11324,tt1130884,en,Shutter Island,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.",30.851257,/zumLrxQmbpqhGcjpYcmZ1YXCCvI.jpg,2010-02-18,294804195,138,Released,Someone is missing.,FALSE,7.9,8895,R,", appian way, paramount, phoenix pictures, sikelia productions",", 562, 4, 11317, 23243","818, 2041, 2215, 5340, 10323, 11207, 11208, 208611, 1950s","based on novel, island, hurricane, investigation, psychiatric hospital, u.s. marshal, conspiracy theory",shutter island,shutter island,72,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18, 36","Drama, History",Silence,FALSE,46000000,68730,tt0490215,en,Silence,"Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact.",9.701077,/sHM6i6se7mwKGRDvW4nQC7dkeKI.jpg,2016-12-22,23737523,161,Released,Pray with your eyes open,FALSE,7.1,1097,R,", waypoint entertainment, cappa defina productions, catchplay, emmett furla oasis films (efo films), fábrica de cine, sharpsword films, sikelia productions",", 22842, 23033, 8870, 73685, 54537, 86060, 23243","186, 233, 440, 818, 10085, 13006, 41611, 179567, 189398, 207941, 17th century, 214891, 220888, 220890, 226417, 226419","christianity, japan, missionary, based on novel, betrayal, torture, martyrdom, crisis of faith, portuguese, shogunate, jesuit priest, religious persecution, religious icon, apostasy",silence,silence,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18, 10749","Drama, Romance",Silk,FALSE,20000000,14753,tt0494834,en,Silk,"Based on the best-selling novel by Alessandro Baricco, this visually stunning film tells the story of a French trader who finds unexpected love far away from home.",7.901051,/cvel2RwLpVHUrM0nQDW2whzfx2L.jpg,2007-09-14,0,107,Released,"Come Back, or I Shall Die...",FALSE,5.7,81,R,", rhombus media",", 164","233, 818, 181026, 207928, 19th century","japan, based on novel, silk",silk,silk,2,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"35, 18, 10749","Comedy, Drama, Romance",Something Borrowed,FALSE,35000000,49022,tt0491152,en,Something Borrowed,"Though Rachel (Ginnifer Goodwin) is a successful attorney and a loyal, generous friend, she is still single. After one drink too many at her 30th-birthday celebration, Rachel unexpectedly falls into bed with her longtime crush, Dex -- who happens to be engaged to her best friend, Darcy (Kate Hudson). Ramifications of the liaison threaten to destroy the women's lifelong friendship, while Ethan (John Krasinski), Rachel's confidant, harbors a potentially explosive secret of his own.",8.494312,/yQ7xDM7y0mIAuvkRoOFOuxhv0Zy.jpg,2011-05-05,0,112,Released,It's a thin line between love and friendship.,FALSE,6,406,PG-13,", wild ocean films, alcon entertainment, 2s films",", 38010, 1088, 38011","242, 567, 818, 1328, 1332, 1421, 2535, 9713, 9986, 10909, 12392, 13027, 13149, 14534, 33648, 160765, 170682, 187844, 202635, 208502, 208503, 208504","new york, alcohol, based on novel, secret, cheating, birthday, destroy, friends, crush, lawyer, best friend, wedding, pregnancy, relationship, celebration, roses, lying, flashback, engaged, loyal, liaison, confidant",something borrowed,something borrowed,37,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18,Drama,Still Alice,FALSE,5000000,284293,tt3316960,en,Still Alice,"Alice Howland, happily married with three grown children, is a renowned linguistics professor who starts to forget words. When she receives a devastating diagnosis, Alice and her family find their bonds tested.",9.636582,/4n7T0G6kNLszUyfqKAboesNTm55.jpg,2014-12-05,43884652,101,Released,Shattering to Behold..,FALSE,7.5,1465,PG-13,", shriver films, killer films, big indie pictures, backup media, bsm studio, lutzus-brown",", 99944, 1422, 6831, 26590, 28361, 99945","456, 818, 1992, 5903, 40895, 208709","mother, based on novel, professor, alzheimer's disease, illness, columbia university",still alice,still alice,18,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"12, 16, 9648","Adventure, Animation, Mystery",The Adventures of Tintin,FALSE,130000000,17578,tt0983193,en,The Adventures of Tintin,"Intrepid young reporter, Tintin and his loyal dog, Snowy are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson &amp; Thomson, travel half the world, one step ahead of their enemies as Tintin endeavors to find The Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.",22.571422,/3XOaHJARdZIXcd7sgJV24Txp3gf.jpg,2011-10-25,371940071,107,Released,"This year, discover how far adventure will take you.",FALSE,6.7,2551,PG,", paramount, columbia pictures, wingnut films, amblin entertainment, nickelodeon movies, kennedy/marshall company, the, hemisphere media capital",", 4, 5, 11, 56, 2348, 7383, 9169","483, 1316, 1454, 3423, 6956, 10733, 11121, 12193, 209714, 3d, 210313","riddle, captain, treasure, liquor, treasure hunt, sunken treasure, plot, reporter, action",the adventures of tintin,the adventures of tintin,42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
27,Horror,The Amityville Horror,FALSE,19000000,10065,tt0384806,en,The Amityville Horror,A family is terrorized by demonic forces after moving into a home that was the site of a grisly mass-murder.,9.900748,/cZW2ajrHSiA0Ar2o00g4ezUYqZX.jpg,2005-04-15,108047131,90,Released,What happened over the next 28 days has never been explained.,FALSE,6,808,R,", platinum dunes, dimension films, metro-goldwyn-mayer, radar pictures",", 2481, 7405, 21, 350","3649, 9398, 9714, 9848, 9853, 14819, 162413, 172266, 172272, 172274, 172280","holy water, long island, remake, family dinner, paranormal, violence, wood chopping, backwards, tortured to death, moving in, based on supposedly true story",the amityville horror,the amityville horror,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18, 10749","Drama, Romance",The Best of Me,FALSE,26000000,239571,tt1972779,en,The Best of Me,A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,7.925633,/449Qq1XKgurG4IFTohtsEuBWJ8H.jpg,2014-10-16,35926213,117,Released,You never forget your first love.,FALSE,7.2,1000,PG-13,", relativity media",", 7295","1326, 1523, 2251, 7412, 10131, 11501, 14794, 15319, 159346, 162706, 206263, 207665","infidelity, obsession, lie, sin, interracial relationship, cheating wife, lust, attraction, deceit, temptation, hipersexualidad, faithful husband",the best of me,the best of me,32,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
18,Drama,The Black Dahlia,FALSE,50000000,9676,tt0387877,en,The Black Dahlia,"Lee Blanchard and Bucky Bleichert are former boxers-turned-cops in 1940s Los Angeles and, when an aspiring young actress turns up dead, Blanchard and Bleichert must grapple with corruption, narcissism, stag films and family madness as they pursue the killer.",6.30652,/t56f2c0KaBED6tpyrHPKzZJ9NaX.jpg,2006-09-15,49111202,121,Released,Inspired by the most notorious unsolved murder in California history.,FALSE,5.6,396,R,", the linson company, universal pictures, signature pictures, equity pictures medienfonds gmbh & co. kg iii, davis-films, millennium films, nu image films",", 4700, 33, 2982, 10885, 342, 1020, 925","445, 5446, 12670, 217324","pornography, observer, los angeles, murder hunt",the black dahlia,the black dahlia,9,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"28, 18, 9648, 53","Action, Drama, Mystery, Thriller",The Bourne Ultimatum,FALSE,70000000,2503,tt0440963,en,The Bourne Ultimatum,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.",14.882528,/fHho6JYYY0nRcETWSoeI19iZsNF.jpg,2007-08-03,442824138,115,Released,Remember everything. Forgive nothing.,FALSE,7.3,3516,PG-13,", universal pictures, the kennedy/marshall company, ludlum entertainment, motion picture beta produktionsgesellschaft, bourne again",", 33, 862, 11347, 11348, 11349","90, 417, 744, 782, 818, 1295, 3246, 3851, 3864, 4087, 6086, 6110, 6710, 9663, 10410, 10950, 11134, 14735, 14819, 14967, 18269, 164148, 185702, 187844, 226521, 226522","paris, corruption, madrid, assassin, based on novel, europe, prosecution, dangerous, false identity, revelation, government, weapon, interpol, sequel, conspiracy, shootout, espionage, motorcycle, violence, foot chase, moskow, dark past, langley virginia, flashback, chase on the roof, security leak",the bourne ultimatum,the bourne ultimatum,20,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18, 10749","Drama, Romance",The Choice,FALSE,10000000,330483,tt3797868,en,The Choice,Travis and Gabby first meet as neighbors in a small coastal town and wind up in a relationship that is tested by life's most defining events.,6.888919,/7EenqQdtZjOeBAAlxNtnG1eLHnf.jpg,2016-02-04,18730891,111,Released,Let your heart decide.,FALSE,6.8,726,PG-13,", lionsgate, nicholas sparks productions",", 1632, 49825","818, 1332, 9673, 165301, 222174","based on novel, cheating, love, opposites attract, girl next door",the choice,the choice,20,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18, 53","Drama, Thriller",The Company You Keep,FALSE,0,87496,tt1381404,en,The Company You Keep,A former Weather Underground activist goes on the run from a journalist who discovers his identity.,4.933073,/8tP3MK8A5Qah2bMHcXB6E7QF1aN.jpg,2012-09-06,19633027,121,Released,The greatest manhunt in history.,FALSE,5.9,310,R,", tcyk north productions, voltage pictures, wildwood enterprises, brightlight pictures, kingsgate films",", 55063, 6633, 316, 1063, 770",NA,NA,the company you keep,the company you keep,10,TRUE,FALSE,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18, 878, 16","Drama, Science Fiction, Animation",The Congress,FALSE,0,152795,tt1821641,en,The Congress,"More than two decades after catapulting to stardom with The Princess Bride, Robin Wright decides to take her final job: preserving her likeness for a future Hollywood. Through a deal brokered by her loyal, longtime agent and the head of Miramount Studios, her digital doppelganger will be controlled by the studio, and will star in any film they want, with no restrictions. In return, she receives healthy compensation so she can care for her ailing son. Twenty years later, under the creative vision of the studio’s head animator, Wright’s double rises to immortal stardom. With her contract expiring, she is invited to speak at Miramount's ""Futurological Congress"". However, a group of terrorists plot an attack on the convention.",6.792875,/bCWwfB7zLCzUGU6zggdw3IMY3xE.jpg,2013-05-16,455815,122,Released,NA,FALSE,6.4,214,NR,", pandora filmproduktion, entre chien et loup, opus film, bridgit folman film gang, paul thiltges distributions, liverpool",", 254, 3984, 6477, 17931, 19437, 60111","2340, 168266","paranoia, double",the congress,the congress,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"28, 14, 878, 37","Action, Fantasy, Science Fiction, Western",The Dark Tower,FALSE,60000000,353491,tt1648190,en,The Dark Tower,"The last Gunslinger, Roland Deschain, has been locked in an eternal battle with Walter O’Dim, also known as the Man in Black, determined to prevent him from toppling the Dark Tower, which holds the universe together. With the fate of the worlds at stake, good and evil will collide in the ultimate battle as only Roland can defend the Tower from the Man in Black.",32.409268,/i9GUSgddIqrroubiLsvvMRYyRy0.jpg,2017-08-03,111757995,95,Released,There are other worlds than these,FALSE,5.6,1933,PG-13,", imagine entertainment, weed road pictures, media rights capital, sony pictures",", 23, 433, 2531, 34","75, 818","gunslinger, based on novel",the dark tower,the dark tower,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"53, 18","Thriller, Drama",The Double,FALSE,0,146015,tt1825157,en,The Double,An awkward office drone becomes increasingly unhinged after a charismatic and confident look-alike takes a job at his workplace and seduces the woman he desires.,8.219178,/hN6bP9XWKHI8JhlZpk8ieF1lcyG.jpg,2014-04-04,200406,93,Released,NA,FALSE,6.6,436,R,", alcove entertainment, attercop productions, british film institute (bfi)",", 11785, 11786, 7281","2340, 168266","paranoia, double",the double,the double,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"12, 18","Adventure, Drama",The Eagle,FALSE,25000000,49494,tt1034389,en,The Eagle,"In 140 AD, twenty years after the unexplained disappearance of the entire Ninth Legion in the mountains of Scotland, young centurion Marcus Aquila (Tatum) arrives from Rome to solve the mystery and restore the reputation of his father, the commander of the Ninth. Accompanied only by his British slave Esca (Bell), Marcus sets out across Hadrian's Wall into the uncharted highlands of Caledonia - to confront its savage tribes, make peace with his father's memory, and retrieve the lost legion's golden emblem, the Eagle of the Ninth.",8.933154,/1e3SKFIEy8zPYICzQXBqeKM6xx8.jpg,2011-02-08,27122040,114,Released,The destiny of a soldier. The honour of a slave. The fate of an empire.,FALSE,5.9,527,PG-13,", prime focus, toledo productions, focus features, twins financing, film4 productions",", 15357, 6326, 10146, 20899, 6705","1405, 2831, 5049, 5350, 9812, 10941, 14704, 14905, 14906","roman empire, slavery, ancient rome, eagle, honor, disappearance, ancient world, britain, slave",the eagle,the eagle,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"10749, 18","Romance, Drama",The Fault in Our Stars,FALSE,12000000,222935,tt2582846,en,The Fault in Our Stars,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.",16.417781,/sc6XLX6J714LDkVV3Ys3clgypQS.jpg,2014-05-16,307166834,125,Released,One Sick Love Story,FALSE,7.6,5114,PG-13,", tsg entertainment, fox 2000 pictures, temple hill entertainment",", 22213, 711, 12292","587, 818, 825, 10163, 13130, 165086, 193400, 210429, 223438","amsterdam, based on novel, support group, cancer, teenager, star crossed lovers, teen drama, oxygen tank, based on young adult novel",the fault in our stars,the fault in our stars,19,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"53, 9648","Thriller, Mystery",The Ghost Writer,FALSE,45000000,11439,tt1139328,en,The Ghost Writer,"A writer stumbles upon a long-hidden secret when he agrees to help former British Prime Minister Adam Lang complete his memoirs on a remote island after the politician's assistant drowns in a mysterious accident. In director Roman Polanski's tense drama, the author realizes that his discovery threatens some very powerful people who will do anything to ensure that certain episodes from Lang's past remain buried.",16.090587,/p4HtT6IHPAVg8usYdyv8gZN8Qbm.jpg,2010-02-12,60222298,128,Released,Read between the lies.,FALSE,6.7,886,PG-13,", r.p. productions, studio babelsberg, runteam ltd., france 2 cinéma",", 355, 264, 265, 83","212, 591, 818, 1327, 1700, 9365, 10818, 15188","london england, cia, based on novel, war crimes, massachusetts, tony blair, author, martha's vineyard",the ghost writer,the ghost,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"80, 18, 9648, 10749, 53","Crime, Drama, Mystery, Romance, Thriller",The Girl on the Train,FALSE,45000000,346685,tt3631112,en,The Girl on the Train,"Rachel Watson, devastated by her recent divorce, spends her daily commute fantasizing about the seemingly perfect couple who live in a house that her train passes every day, until one morning she sees something shocking happen there and becomes entangled in the mystery that unfolds.",8.589039,/AhTO2QWG0tug7yDoh0XoaMhPt3J.jpg,2016-10-05,173185859,112,Released,What you see can hurt you.,FALSE,6.2,2507,R,", reliance entertainment, dreamworks, marc platt productions",", 7294, 7, 2527","818, 1326, 1453, 1849, 7464, 10303, 10705, 11322, 11469, 13008, 18053, 156091, 158927, 163758, 187844, 207691","based on novel, infidelity, amnesia, homicide, alcoholism, domestic abuse, confusion, female protagonist, memory loss, train, divorcee, missing person, police investigation, ex-husband ex-wife relationship, flashback, abuse",the girl on the train,the girl on the train,9,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"53, 80, 9648, 18","Thriller, Crime, Mystery, Drama",The Girl with the Dragon Tattoo,FALSE,90000000,65754,tt1568346,en,The Girl with the Dragon Tattoo,"This English-language adaptation of the Swedish novel by Stieg Larsson follows a disgraced journalist, Mikael Blomkvist, as he investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.",25.219888,/voxRWFTtagLiqnJQs9tWQLB0MN.jpg,2011-12-14,232617430,158,Released,Evil shall with evil be expelled.,FALSE,7.2,3122,R,", ground control, columbia pictures, scott rudin productions, film rites, yellow bird, metro-goldwyn-mayer",", 47479, 5, 258, 8083, 33817, 21","570, 736, 818, 917, 2157, 2652, 4470, 5340, 9714, 10371, 10714, 10941, 12361, 155555, 156386, 197952, 207691","rape, journalist, based on novel, journalism, hacker, nazi, punk, investigation, remake, antisocial personality disorder, serial killer, disappearance, hacking, computer hacker, bible quote, scandinavian, abuse",the girl with the dragon tattoo,the girl with the dragon tattoo,39,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"18, 878","Drama, Science Fiction",The Giver,FALSE,25000000,227156,tt0435651,en,The Giver,"In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.",9.794605,/4g19qQ4pfQz6nlVctA0q3y7Dieg.jpg,2014-08-11,66980456,94,Released,Search for truth. Find freedom.,FALSE,6.5,2341,PG-13,", the weinstein company, asis productions, tonik productions, walden media",", 308, 53464, 17145, 10221","1605, 4565, 10937, 12999, 13130, 18090, 156791, 181235, 223438","new love, dystopia, memory, black and white, teenager, town, alternate world, color, based on young adult novel",the giver,the giver,9,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"12, 14","Adventure, Fantasy",The Golden Compass,FALSE,180000000,2268,tt0385752,en,The Golden Compass,"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",10.794615,/mOF2xK2xDgbpOCPgXreM4vfw9dC.jpg,2007-12-04,372234864,113,Released,There are worlds beyond our own - the compass will show the way.,FALSE,5.8,1824,PG-13,", depth of field, new line cinema, ingenious film partners, scholastic productions",", 1473, 12, 289, 1938","392, 1461, 1706, 2596, 6464, 6678, 10400, 13014, 18165, 208507, 223438","england, compass, experiment, lordship, uncle, polar bear, airship, orphan, animal, alternative universe, based on young adult novel",the golden compass,the golden compass,22,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"18, 10749","Drama, Romance",The Great Gatsby,FALSE,105000000,64682,tt1343092,en,The Great Gatsby,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",26.183893,/oJpOYPpVWyPeunGbbDGH1KFvea0.jpg,2013-05-10,351040419,143,Released,Reserving judgments is a matter of infinite hope... I come to the admission that it has a limit.,FALSE,7.3,5208,PG-13,", spectrum films, village roadshow pictures, bazmark films, red wagon entertainment, warner bros. pictures, a+e studios",", 14604, 79, 240, 14440, 174, 18441","818, 1326, 1523, 3929, 9398, 207876, 1920s, 209714, 3d","based on novel, infidelity, obsession, hope, long island",the great gatsby,the great gatsby,10,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"12, 35, 10751, 878","Adventure, Comedy, Family, Science Fiction",The Hitchhiker's Guide to the Galaxy,FALSE,50000000,7453,tt0371724,en,The Hitchhiker's Guide to the Galaxy,"Mere seconds before the Earth is to be demolished by an alien construction crew, Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy.""",26.778133,/fOb4cJMhnZ11BoHNUii3Vcfo3XU.jpg,2005-04-28,104478416,109,Released,Don't leave Earth without it.,FALSE,6.7,1758,PG,", spyglass entertainment, everyman pictures, hammer & tongs, touchstone pictures",", 158, 2242, 2243, 9195","211, 803, 818, 3713, 3801, 4270, 9951, 10121, 10349, 11546, 14544, 14909, 177145, 177146, 221653, 221654, 221655","bureaucracy, android, based on novel, chase, space travel, galaxy, alien, stop motion, survival, hitchhiker, robot, alien invasion, hyperspace, meaning of life, destruction of earth, intergalactic travel, islington england",the hitchhiker's guide to the galaxy,the hitchhiker's guide to the galaxy,7,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"37, 18","Western, Drama",The Homesman,FALSE,16000000,264656,tt2398231,en,The Homesman,"When three women living on the edge of the American frontier are driven mad by harsh pioneer life, the task of saving them falls to the pious, independent-minded Mary Bee Cuddy. Transporting the women by covered wagon to Iowa, she soon realizes just how daunting the journey will be, and employs a low-life drifter, George Briggs, to join her. The unlikely pair and the three women head east, where a waiting minister and his wife have offered to take the women in. But the group first must traverse the harsh Nebraska Territories marked by stark beauty, psychological peril and constant threat.",7.571975,/wzOzeuWYIlRq7Eus1TWnHtYo304.jpg,2014-05-18,3442853,122,Released,NA,FALSE,6.4,327,R,", the javelina film company, europacorp, ithaca pictures",", 2322, 6896, 11765","246, 818, 9748, 10322, 14819, 155573, 193225, 208170, 208171, 208172, 208173, 208174","dancing, based on novel, revenge, native american, violence, wild west, driven insane, abusive marriage, refused services, prison wagon, lost in the desert, buffalo skin",the homesman,the homesman,7,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"18, 35","Drama, Comedy",The Humbling,FALSE,2000000,254023,tt1568343,en,The Humbling,"Following a breakdown and suicide attempt, an aging actor becomes involved with a much younger woman but soon finds that it's difficult to keep pace with her.",3.334232,/9xSlS80W3vD9CznoW1vZ6o5XV2G.jpg,2014-03-26,0,112,Released,Older but not wiser.,FALSE,5.2,47,R,", hammerton productions, ambi pictures",", 42158, 27753","10768, 34094, 207716","lesbian, extramarital affair, actor",the humbling,the humbling,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
